"ausfall";"betrag";"zins";"bonitaet";"alter";"wohnen";"arbeit";"einkommen"
"nein";10000;16,77;"D";28;"Miete";4;35
"nein";11000;9,91;"B";43;"Grundschuld";5;74
"nein";5000;7,51;"A";33;"Eigentum";8;30
"ja";6000;11,71;"B";23;"Miete";1;37
"nein";5000;10,65;"B";29;"Grundschuld";11;35
"nein";6400;8,9;"A";39;"Eigentum";6;23
"nein";13000;16,29;"D";23;"Miete";7;50
"nein";10000;16,77;"D";25;"Miete";1;38,2
"nein";5000;14,27;"C";24;"Miete";11;56
"nein";7200;7,9;"A";23;"Miete";0;38
"nein";9600;11,71;"B";25;"Grundschuld";2;105
"nein";6000;10,65;"B";22;"Miete";19;24
"nein";6000;14,65;"C";30;"Grundschuld";0;57,6
"nein";7150;12,69;"B";26;"Miete";1;50
"nein";32000;6,62;"A";25;"Miete";2;120
"ja";8000;15,27;"C";22;"Eigentum";2;108
"nein";7000;8,9;"A";42;"Miete";0;97,6
"nein";12000;6,62;"A";41;"Grundschuld";32;70,8
"nein";10400;14,65;"C";27;"Miete";12;45
"nein";12000;12,69;"B";23;"Miete";2;60
"nein";16000;16,29;"D";27;"Grundschuld";33;74
"nein";4500;10,65;"B";29;"Miete";2;91,5
"nein";5000;12,42;"B";22;"Miete";2;42,5
"nein";3600;16,29;"D";28;"Miete";6;45
"nein";21000;13,49;"C";24;"Grundschuld";26;103
"nein";7000;14,27;"C";22;"Miete";2;42
"nein";15000;7,9;"A";29;"Miete";1;35
"nein";2250;13,49;"C";23;"Miete";6;16
"nein";17050;12,42;"B";28;"Grundschuld";14;53
"nein";16500;16,77;"D";26;"Miete";2;110
"nein";3250;12,42;"B";24;"Miete";0;16
"nein";7000;7,9;"A";37;"Grundschuld";4;38,4
"nein";24000;11,71;"B";23;"Grundschuld";3;80
"nein";13200;16,77;"D";26;"Miete";6;80,952
"nein";22750;8,9;"A";42;"Eigentum";6;65
"nein";12000;8,9;"A";25;"Miete";17;70
"ja";1200;12,69;"B";21;"Miete";8;34
"nein";4800;8,9;"A";26;"Miete";0;35
"nein";7200;8,9;"A";25;"Miete";12;35
"nein";10500;15,27;"C";28;"Miete";10;60
"ja";5000;7,9;"A";26;"Grundschuld";0;66
"nein";4000;8,9;"A";23;"Grundschuld";3;62
"nein";27000;11,71;"B";30;"Grundschuld";8;130
"nein";2400;14,27;"C";22;"Eigentum";1;25
"nein";5900;12,42;"B";21;"Miete";2;14,4
"nein";5000;11,71;"B";30;"Miete";6;70
"ja";13250;17,58;"D";31;"Miete";7;35
"nein";20000;11,71;"B";25;"Grundschuld";1;125
"nein";18000;7,9;"A";24;"Grundschuld";12;80
"nein";19200;16,77;"D";34;"Miete";0;87,5
"nein";7000;11,71;"B";22;"Grundschuld";12;22
"nein";23000;9,91;"B";25;"Miete";9;63,208
"nein";6750;17,27;"D";25;"Miete";2;48
"nein";10000;10,65;"B";29;"Grundschuld";6;45,5
"nein";5600;8,9;"A";24;"Miete";0;19,2
"nein";4800;6,03;"A";26;"Eigentum";3;35
"ja";10000;11,71;"B";26;"Miete";5;29,406
"ja";2200;9,91;"B";23;"Miete";8;26,004
"ja";24000;12,69;"B";24;"Miete";1;120
"nein";16000;7,9;"A";27;"Grundschuld";0;110
"nein";10000;9,91;"B";21;"Miete";15;34
"ja";10625;14,27;"C";30;"Miete";16;26,5
"nein";9600;14,65;"C";24;"Miete";2;40
"ja";7200;20,89;"F";23;"Grundschuld";0;88,8
"nein";12000;8,9;"A";58;"Miete";6;100
"nein";5000;12,42;"B";22;"Miete";3;45
"nein";12000;16,29;"D";35;"Miete";9;36
"nein";18000;17,27;"D";43;"Miete";22;80
"nein";10000;9,91;"B";23;"Miete";3;50
"nein";10000;9,91;"B";24;"Miete";10;75
"nein";26000;7,51;"A";30;"Grundschuld";8;105
"nein";17475;9,91;"B";21;"Miete";3;45,408
"nein";10000;10,65;"B";35;"Miete";3;67,5
"nein";17250;19,42;"E";35;"Miete";4;60
"nein";10000;6,62;"A";26;"Grundschuld";2;65
"nein";20000;11,71;"B";22;"Grundschuld";2;55
"nein";24000;7,9;"A";30;"Miete";4;65
"nein";15000;8,9;"A";28;"Grundschuld";3;75
"ja";10625;11,71;"B";26;"Miete";0;30
"nein";8400;14,65;"C";23;"Miete";0;30
"nein";16000;15,96;"C";35;"Grundschuld";12;60
"nein";15000;14,27;"C";24;"Grundschuld";3;35
"nein";13225;12,69;"B";27;"Grundschuld";5;65
"nein";11775;13,49;"C";22;"Miete";1;44,4
"nein";10075;12,42;"B";24;"Grundschuld";2;46
"nein";10000;14,27;"C";23;"Miete";0;62
"nein";14000;12,42;"B";27;"Grundschuld";4;88
"ja";13000;9,91;"B";33;"Miete";10;50
"nein";15000;11,71;"B";24;"Miete";6;75
"nein";9350;7,51;"A";36;"Grundschuld";5;100
"nein";18225;12,42;"B";38;"Miete";4;40
"nein";3600;6,62;"A";37;"Grundschuld";8;88,824
"nein";5000;16,29;"D";22;"Eigentum";10;40
"nein";35000;8,9;"A";40;"Grundschuld";3;114,054
"nein";15625;8,9;"A";45;"Grundschuld";20;45
"nein";24000;13,49;"C";54;"Miete";24;77
"ja";5000;14,27;"C";21;"Grundschuld";5;61,4
"nein";7200;9,91;"B";26;"Miete";1;90
"ja";5000;14,27;"C";25;"Miete";22;32
"nein";6600;10,65;"B";25;"Miete";2;42
"nein";20000;15,27;"C";25;"Miete";0;130
"ja";8000;12,42;"B";24;"Miete";4;35
"nein";20000;11,71;"B";34;"Miete";7;67
"nein";10000;8,9;"A";22;"Miete";11;31
"nein";10000;11,71;"B";23;"Grundschuld";5;145
"nein";18000;16,29;"D";26;"Miete";2;66
"nein";24000;16,77;"D";24;"Eigentum";14;103
"nein";5375;10,65;"B";28;"Grundschuld";5;42
"nein";8300;8,9;"A";21;"Miete";44;50
"nein";7000;8,9;"A";23;"Eigentum";5;50
"nein";2425;15,27;"C";24;"Eigentum";3;80,004
"nein";6950;9,91;"B";32;"Miete";2;43
"nein";12375;9,91;"B";31;"Eigentum";10;32
"nein";14000;14,27;"C";27;"Miete";0;35
"nein";5500;14,27;"C";24;"Miete";5;24
"nein";4800;14,65;"C";26;"Miete";0;44,6
"nein";9000;12,69;"B";23;"Miete";0;52
"nein";16000;12,69;"B";24;"Eigentum";2;67
"nein";18500;7,9;"A";22;"Grundschuld";8;36
"ja";5350;15,27;"C";36;"Grundschuld";6;52
"nein";10000;10,65;"B";31;"Miete";3;36
"nein";12000;7,51;"A";38;"Miete";3;36,5
"nein";18000;9,91;"B";23;"Grundschuld";5;40
"nein";3000;17,58;"D";30;"Grundschuld";3;56,604
"ja";6000;7,9;"A";21;"Miete";0;23,04
"nein";10000;9,91;"B";24;"Miete";2;52
"nein";5875;7,9;"A";36;"Eigentum";4;17,64
"nein";10000;13,49;"C";26;"Miete";4;86
"nein";28000;11,71;"B";41;"Grundschuld";5;118,075
"nein";10000;14,27;"C";30;"Miete";3;65
"nein";9450;14,27;"C";32;"Miete";7;28,8
"nein";21650;12,69;"B";26;"Grundschuld";6;62,361
"nein";9000;10,65;"B";23;"Miete";17;45
"nein";6000;10,65;"B";25;"Miete";2;40
"nein";5600;7,9;"A";27;"Miete";1;25
"nein";7000;10,65;"B";30;"Miete";23;85
"nein";6000;10,65;"B";25;"Miete";0;55
"nein";12000;7,9;"A";24;"Miete";5;110
"nein";13650;10,65;"B";27;"Miete";5;44
"nein";12000;13,49;"C";23;"Miete";4;42
"nein";8875;10,65;"B";25;"Miete";0;19,24
"nein";9000;7,9;"A";24;"Miete";2;52,8
"nein";6000;13,49;"C";29;"Grundschuld";2;60
"nein";7200;9,91;"B";25;"Eigentum";4;53
"nein";8000;10,65;"B";23;"Miete";0;46,33
"nein";19000;7,51;"A";23;"Grundschuld";36;95
"nein";8400;12,69;"B";24;"Miete";1;75
"nein";7500;12,69;"B";27;"Miete";2;27
"nein";10000;7,51;"A";22;"Grundschuld";2;69,077
"nein";12000;12,69;"B";24;"Miete";13;200
"nein";5000;12,69;"B";26;"Grundschuld";1;110
"nein";21000;16,29;"D";33;"Miete";2;63,5
"nein";24000;8,9;"A";23;"Grundschuld";2;70
"nein";6000;13,49;"C";24;"Miete";0;30
"nein";4800;6,03;"A";30;"Miete";2;54,996
"ja";5000;20,89;"F";21;"Miete";5;21
"nein";9175;12,69;"B";34;"Miete";0;28,5
"nein";9600;16,77;"D";25;"Miete";5;37
"nein";22500;14,27;"C";23;"Miete";7;70
"nein";19400;12,69;"B";23;"Miete";0;50
"ja";10000;15,27;"C";22;"Miete";0;42
"nein";10000;15,27;"C";35;"Eigentum";1;53
"nein";4800;10,65;"B";31;"Miete";6;22
"ja";18200;11,71;"B";22;"Miete";14;42
"nein";6400;12,69;"B";21;"Miete";3;35
"nein";2500;15,27;"C";24;"Miete";6;40
"nein";6300;9,91;"B";32;"Miete";22;49
"nein";4400;11,71;"B";23;"Miete";5;38
"nein";6000;12,69;"B";31;"Grundschuld";8;118
"nein";18000;7,9;"A";24;"Grundschuld";21;60
"nein";10000;12,69;"B";22;"Grundschuld";4;44
"nein";34000;17,58;"D";22;"Miete";4;65
"nein";5000;11,71;"B";23;"Eigentum";0;20
"nein";10625;11,71;"B";23;"Miete";0;25
"ja";18500;7,51;"A";31;"Miete";1;112
"nein";3600;12,42;"B";25;"Grundschuld";5;30
"nein";12000;8,9;"A";36;"Grundschuld";5;35
"nein";11700;11,71;"B";26;"Miete";6;30
"nein";15000;14,27;"C";32;"Miete";2;70
"nein";13000;9,91;"B";24;"Grundschuld";11;105
"ja";9500;12,69;"B";23;"Grundschuld";5;52
"nein";20000;13,49;"C";31;"Grundschuld";6;47
"nein";6000;8,9;"A";26;"Miete";5;24
"nein";5000;7,9;"A";22;"Grundschuld";5;48,996
"nein";25000;11,71;"B";27;"Miete";26;70
"nein";5200;14,65;"C";25;"Miete";11;32,16
"nein";6000;13,49;"C";31;"Grundschuld";8;50
"ja";4000;18,64;"E";28;"Miete";11;47
"ja";15000;12,69;"B";23;"Miete";4;62
"nein";8000;11,71;"B";25;"Miete";2;115
"nein";12000;9,91;"B";23;"Miete";29;40,1
"nein";10200;6,03;"A";23;"Grundschuld";50;75
"nein";12000;11,71;"B";23;"Miete";6;95
"ja";3000;11,71;"B";27;"Miete";3;55
"ja";3500;10,65;"B";30;"Grundschuld";15;175
"nein";11000;6,62;"A";23;"Miete";19;37
"nein";17000;12,42;"B";25;"Eigentum";6;60,5
"nein";15000;15,96;"C";28;"Eigentum";14;60
"nein";12000;7,51;"A";24;"Miete";7;52
"nein";25850;7,9;"A";23;"Grundschuld";17;60
"nein";16400;15,96;"C";23;"Eigentum";6;140
"nein";12000;12,69;"B";24;"Grundschuld";2;65
"nein";9600;15,96;"C";24;"Grundschuld";9;47
"nein";8000;7,51;"A";21;"Miete";0;28
"nein";4000;7,9;"A";21;"Miete";5;70
"nein";1500;14,27;"C";40;"Miete";1;90
"nein";8000;12,42;"B";23;"Miete";2;30
"nein";8000;10,65;"B";23;"Miete";5;38
"nein";4000;8,9;"A";34;"Grundschuld";11;50
"nein";6000;8,9;"A";25;"Miete";1;28,67592
"nein";18000;7,9;"A";24;"Grundschuld";43;72
"nein";3300;11,71;"B";21;"Miete";2;90
"ja";15000;15,27;"C";29;"Miete";3;70
"nein";6000;9,91;"B";25;"Grundschuld";14;127
"nein";20000;14,65;"C";23;"Grundschuld";4;90
"nein";10000;12,42;"B";28;"Grundschuld";22;76,5
"nein";12000;9,91;"B";45;"Grundschuld";8;63
"nein";8000;10,65;"B";21;"Eigentum";8;57
"ja";7175;7,9;"A";37;"Miete";4;60
"nein";15000;12,69;"B";23;"Miete";5;80
"nein";12000;12,69;"B";23;"Miete";10;47,84
"nein";15000;6,03;"A";27;"Eigentum";3;130
"nein";12500;11,71;"B";29;"Miete";5;80
"nein";15000;13,49;"C";46;"Miete";10;60
"nein";16750;17,58;"D";26;"Miete";0;48
"nein";8000;7,51;"A";22;"Miete";9;54,6
"nein";10400;11,71;"B";28;"Eigentum";3;35
"nein";6000;12,42;"B";25;"Miete";5;42
"nein";7000;8,9;"A";30;"Miete";4;85
"nein";10000;15,96;"C";31;"Miete";2;47,5
"nein";12000;6,03;"A";24;"Grundschuld";6;243,6
"ja";16000;14,65;"C";24;"Grundschuld";7;70
"ja";8000;6,62;"A";25;"Eigentum";10;42,24
"nein";7700;12,42;"B";28;"Miete";2;30
"nein";15000;7,9;"A";26;"Miete";7;47
"nein";12000;11,71;"B";27;"Grundschuld";6;50
"nein";9000;7,51;"A";23;"Miete";4;26,976
"nein";10400;14,27;"C";25;"Grundschuld";4;45
"nein";3500;10,65;"B";23;"Grundschuld";35;57,7
"ja";15000;12,42;"B";26;"Miete";1;90
"nein";10000;6,03;"A";44;"Grundschuld";14;80
"ja";8400;7,51;"A";28;"Miete";12;72
"nein";12000;9,91;"B";24;"Miete";4;90
"nein";11200;6,62;"A";47;"Eigentum";10;45
"nein";4000;13,49;"C";28;"Miete";0;90
"nein";15000;12,69;"B";31;"Miete";5;75
"nein";15000;7,9;"A";25;"Eigentum";12;125
"nein";2500;12,69;"B";25;"Miete";5;45
"nein";6625;6,03;"A";23;"Miete";12;16,8
"nein";10000;6,62;"A";24;"Miete";2;45
"nein";14000;14,65;"C";28;"Miete";6;85
"nein";35000;8,9;"A";29;"Grundschuld";3;84,5
"nein";12875;7,9;"A";22;"Grundschuld";4;57
"nein";22000;17,58;"D";27;"Grundschuld";9;72
"nein";12000;16,29;"D";23;"Miete";20;53
"nein";9000;8,9;"A";22;"Miete";5;25,6
"nein";12000;14,65;"C";23;"Miete";29;66
"nein";2000;6,03;"A";23;"Miete";1;33
"nein";10000;12,42;"B";27;"Miete";6;32
"nein";6900;12,42;"B";21;"Grundschuld";7;35
"nein";6000;7,9;"A";22;"Grundschuld";13;44,72
"nein";13000;12,42;"B";26;"Miete";0;170
"nein";18650;9,91;"B";24;"Grundschuld";0;50
"ja";2400;10,65;"B";22;"Miete";8;43,08
"nein";8000;12,42;"B";29;"Miete";3;60
"ja";5000;6,62;"A";27;"Eigentum";3;32,5
"nein";4800;6,03;"A";22;"Grundschuld";6;50
"nein";30000;9,91;"B";37;"Miete";19;55
"ja";2400;9,91;"B";31;"Grundschuld";11;72
"nein";12000;13,49;"C";22;"Grundschuld";5;40
"ja";10000;17,58;"D";28;"Miete";40;30
"ja";10000;13,49;"C";22;"Miete";0;26,4
"nein";20000;16,77;"D";30;"Grundschuld";3;65
"nein";16000;7,9;"A";27;"Grundschuld";9;70
"nein";3500;6,62;"A";21;"Eigentum";15;39,6
"ja";3000;11,71;"B";23;"Miete";1;18
"nein";20000;13,49;"C";29;"Miete";5;140
"nein";4350;16,29;"D";27;"Miete";0;20
"nein";2700;9,91;"B";27;"Miete";2;45
"nein";8000;14,27;"C";28;"Miete";0;50
"nein";6000;14,27;"C";29;"Eigentum";0;48
"nein";7000;9,91;"B";29;"Grundschuld";10;66
"nein";7000;7,9;"A";31;"Miete";2;42
"nein";6025;11,71;"B";56;"Miete";0;19,2
"nein";15000;18,25;"D";24;"Miete";3;61,284
"nein";18000;17,27;"D";24;"Grundschuld";7;140
"nein";3825;14,27;"C";26;"Miete";2;26
"nein";10000;6,03;"A";21;"Miete";0;48
"nein";6000;12,42;"B";25;"Miete";9;26,5
"nein";2400;14,27;"C";26;"Grundschuld";3;39,99
"nein";14000;9,91;"B";31;"Eigentum";5;38
"nein";13000;10,65;"B";36;"Grundschuld";18;95
"ja";4200;6,62;"A";22;"Miete";12;35
"nein";13250;13,49;"C";26;"Miete";6;37,5
"nein";6000;6,62;"A";26;"Miete";5;24
"nein";9000;7,9;"A";22;"Miete";7;45
"nein";15000;12,42;"B";34;"Grundschuld";10;73,6
"nein";10000;14,65;"C";31;"Grundschuld";4;77
"nein";9000;14,27;"C";29;"Miete";2;40
"nein";12000;6,03;"A";28;"Miete";0;75
"ja";20000;17,27;"D";26;"Grundschuld";12;50
"ja";16000;14,65;"C";36;"Miete";4;50
"nein";11000;12,42;"B";22;"Miete";2;71,2
"nein";5000;12,42;"B";25;"Miete";0;47
"nein";14150;12,69;"B";29;"Miete";3;40
"nein";4000;12,42;"B";31;"Grundschuld";20;55
"nein";6000;10,65;"B";22;"Miete";22;42
"nein";15000;7,51;"A";32;"Eigentum";3;44,5
"nein";15000;6,03;"A";21;"Grundschuld";2;47,76
"nein";18000;12,42;"B";24;"Miete";1;50
"nein";16000;7,9;"A";22;"Eigentum";0;51
"nein";7000;7,51;"A";34;"Grundschuld";4;67
"nein";7000;6,03;"A";27;"Miete";6;29,004
"ja";10000;13,49;"C";29;"Miete";5;60
"nein";1600;16,29;"D";25;"Miete";8;30
"nein";7200;11,71;"B";23;"Grundschuld";8;55
"nein";12000;14,27;"C";28;"Miete";1;70
"nein";5000;7,51;"A";36;"Grundschuld";7;50
"nein";8200;6,62;"A";23;"Grundschuld";0;65
"nein";6000;12,42;"B";34;"Eigentum";7;26
"nein";20000;9,91;"B";33;"Grundschuld";31;210
"nein";3600;12,42;"B";22;"Miete";2;37,008
"nein";5000;6,03;"A";31;"Grundschuld";30;65
"nein";8000;11,71;"B";25;"Grundschuld";3;140
"nein";16000;12,42;"B";29;"Grundschuld";11;120
"ja";5000;12,69;"B";24;"Miete";6;30
"nein";12000;6,62;"A";22;"Grundschuld";10;52
"ja";2800;7,51;"A";22;"Miete";3;27
"nein";12000;12,69;"B";24;"Miete";8;39,996
"ja";4000;6,03;"A";27;"Miete";2;54
"nein";7000;8,9;"A";21;"Grundschuld";2;23
"nein";5600;10,65;"B";40;"Grundschuld";6;35
"nein";5000;6,62;"A";28;"Grundschuld";11;138
"nein";12000;16,77;"D";25;"Miete";2;68,5
"nein";5500;10,65;"B";27;"Eigentum";3;31
"nein";6500;8,9;"A";26;"Grundschuld";7;75
"nein";12000;10,65;"B";24;"Miete";17;63
"nein";12000;7,9;"A";22;"Miete";4;76
"ja";4000;12,69;"B";22;"Grundschuld";6;42
"nein";1000;13,49;"C";35;"Miete";2;76
"nein";25000;12,42;"B";22;"Grundschuld";6;54,996
"nein";8575;15,27;"C";27;"Miete";19;35
"nein";5400;7,9;"A";23;"Grundschuld";5;38
"nein";10000;17,27;"D";22;"Miete";5;72
"ja";6000;13,49;"C";24;"Miete";1;32
"nein";10000;14,65;"C";23;"Miete";4;33
"ja";2575;15,96;"C";35;"Miete";0;44,42
"nein";10000;9,91;"B";33;"Grundschuld";0;38,4
"nein";12000;13,49;"C";24;"Eigentum";2;79,768
"nein";10000;8,9;"A";24;"Grundschuld";11;80
"ja";6000;15,96;"C";25;"Grundschuld";19;39,168
"nein";5000;12,69;"B";22;"Miete";2;62,4
"nein";10000;9,91;"B";25;"Miete";15;60
"nein";6000;15,27;"C";24;"Miete";5;29
"nein";5450;7,9;"A";26;"Miete";7;83,004
"nein";13500;9,91;"B";21;"Grundschuld";13;57,7
"nein";5000;9,91;"B";26;"Miete";11;40
"nein";7000;6,62;"A";32;"Grundschuld";9;96
"nein";3800;6,03;"A";36;"Eigentum";4;90
"nein";28000;8,9;"A";26;"Miete";16;110
"nein";4000;12,42;"B";24;"Miete";3;31,2
"nein";7500;14,27;"C";25;"Miete";6;60
"nein";12000;6,03;"A";23;"Miete";3;48
"ja";7200;11,71;"B";24;"Miete";0;50
"nein";10000;12,69;"B";29;"Grundschuld";22;200
"nein";7000;16,77;"D";29;"Miete";15;52
"nein";14000;10,65;"B";23;"Miete";3;65
"nein";6000;7,9;"A";32;"Grundschuld";24;170
"nein";8000;7,9;"A";31;"Eigentum";1;68
"nein";3000;8,9;"A";31;"Grundschuld";0;70
"nein";10000;12,42;"B";24;"Miete";3;52
"ja";5000;14,27;"C";21;"Grundschuld";2;42
"nein";6000;9,91;"B";26;"Grundschuld";0;90
"ja";5500;7,51;"A";21;"Miete";2;36,5
"nein";6000;6,62;"A";30;"Grundschuld";28;38
"nein";10000;12,42;"B";35;"Miete";5;56
"nein";5000;9,91;"B";22;"Miete";3;45
"nein";8000;7,9;"A";26;"Miete";16;70
"nein";12000;6,03;"A";24;"Eigentum";13;98
"nein";9500;7,51;"A";28;"Grundschuld";5;57
"nein";10000;18,25;"D";25;"Miete";3;42,91
"nein";5300;15,27;"C";24;"Miete";0;28,8
"nein";8000;13,49;"C";22;"Grundschuld";5;70
"nein";1000;15,27;"C";21;"Eigentum";3;27,6
"nein";3800;6,62;"A";28;"Grundschuld";3;62,352
"nein";20000;7,9;"A";23;"Miete";7;60
"nein";3500;6,03;"A";23;"Grundschuld";20;70
"ja";6000;12,69;"B";29;"Miete";2;45
"ja";9600;17,27;"D";22;"Miete";3;42
"nein";31000;19,42;"E";29;"Grundschuld";2;180
"nein";14000;17,58;"D";23;"Grundschuld";4;100
"nein";9000;10,65;"B";45;"Miete";8;24,6
"nein";6500;10,65;"B";22;"Grundschuld";5;45
"nein";16500;12,69;"B";42;"Grundschuld";1;55
"nein";14000;10,65;"B";31;"Grundschuld";15;89
"nein";5600;13,49;"C";27;"Miete";0;30
"nein";10000;13,49;"C";22;"Miete";5;38
"nein";5000;10,65;"B";31;"Miete";3;35
"nein";10800;14,27;"C";29;"Miete";3;52
"nein";4800;14,65;"C";27;"Miete";4;49,2
"nein";9600;7,9;"A";28;"Miete";4;42
"nein";5200;14,65;"C";32;"Eigentum";3;107,8
"nein";11000;7,51;"A";24;"Miete";17;22
"nein";11000;6,03;"A";28;"Grundschuld";11;65,5
"nein";9250;14,65;"C";29;"Miete";0;40
"nein";6000;8,9;"A";31;"Miete";3;36
"nein";5000;6,62;"A";26;"Grundschuld";7;64
"nein";3500;7,9;"A";27;"Miete";6;63,945
"nein";7500;6,62;"A";29;"Miete";2;27,6
"nein";3625;16,29;"D";25;"Miete";19;19,8
"ja";4000;7,51;"A";22;"Miete";7;47
"nein";12000;11,71;"B";25;"Miete";6;41
"nein";6000;12,69;"B";22;"Grundschuld";17;50
"nein";18000;10,65;"B";28;"Miete";16;63
"nein";3250;16,29;"D";22;"Miete";6;14,4
"nein";8875;10,65;"B";22;"Grundschuld";13;33
"nein";12000;9,91;"B";25;"Grundschuld";12;42
"nein";6000;6,03;"A";22;"Grundschuld";19;50,364
"nein";7500;7,51;"A";22;"Grundschuld";7;57,2
"nein";35000;8,9;"A";29;"Grundschuld";2;120
"nein";13150;6,03;"A";34;"Eigentum";2;72
"nein";1200;13,49;"C";25;"Grundschuld";4;60
"nein";5000;13,49;"C";25;"Miete";0;19,8
"nein";20000;11,71;"B";31;"Grundschuld";4;65
"nein";4300;12,69;"B";27;"Grundschuld";5;48
"ja";2200;8,9;"A";24;"Grundschuld";4;50
"nein";5300;10,65;"B";36;"Grundschuld";7;32
"nein";7500;7,9;"A";22;"Miete";0;42,5
"nein";9250;9,91;"B";21;"Miete";7;39
"nein";7000;8,9;"A";31;"Miete";2;33
"ja";10275;6,62;"A";29;"Miete";5;32,4
"nein";10000;11,71;"B";24;"Miete";1;70
"nein";12000;7,9;"A";25;"Grundschuld";0;65
"nein";7400;16,77;"D";32;"Miete";2;37
"nein";12000;6,62;"A";33;"Eigentum";7;60
"nein";10000;6,03;"A";24;"Grundschuld";17;60
"nein";20000;16,77;"D";22;"Grundschuld";8;68
"nein";7500;7,51;"A";23;"Grundschuld";3;55
"nein";3000;8,9;"A";21;"Miete";5;12
"nein";10000;6,03;"A";23;"Grundschuld";13;60
"ja";12000;12,42;"B";22;"Grundschuld";17;54,6
"ja";15000;10,65;"B";22;"Grundschuld";8;75
"nein";20000;14,65;"C";25;"Grundschuld";12;150
"nein";3000;12,42;"B";28;"Grundschuld";17;81,996
"nein";10000;11,71;"B";22;"Miete";5;39,6
"nein";5600;7,51;"A";32;"Miete";16;43
"nein";6000;10,65;"B";23;"Eigentum";6;65
"nein";14550;11,71;"B";23;"Grundschuld";12;45
"nein";25600;15,96;"C";31;"Miete";2;122
"nein";9000;7,9;"A";45;"Grundschuld";5;59
"nein";8000;16,29;"D";24;"Miete";20;48
"nein";7000;6,62;"A";23;"Miete";0;33
"nein";15000;15,96;"C";22;"Miete";6;48
"nein";9925;6,62;"A";31;"Miete";0;24
"nein";1325;6,62;"A";24;"Eigentum";17;39,456
"nein";6000;7,51;"A";24;"Miete";6;30
"nein";15000;15,96;"C";20;"Grundschuld";1;135
"nein";10000;15,27;"C";27;"Miete";0;64
"nein";3000;7,9;"A";22;"Eigentum";3;35,004
"nein";6325;10,65;"B";26;"Miete";5;55
"nein";10000;6,03;"A";25;"Grundschuld";16;79,992
"nein";12000;8,9;"A";24;"Miete";5;65
"nein";4000;10,65;"B";21;"Miete";0;12
"nein";6500;12,42;"B";28;"Grundschuld";29;97,296
"nein";4000;11,71;"B";28;"Grundschuld";5;37,62
"nein";15000;7,9;"A";28;"Grundschuld";6;158
"nein";20000;6,62;"A";28;"Grundschuld";4;55
"nein";6500;13,49;"C";29;"Eigentum";8;25
"nein";9000;12,69;"B";28;"Grundschuld";5;80
"nein";10000;15,96;"C";26;"Miete";4;280
"nein";7800;13,49;"C";26;"Grundschuld";18;300
"nein";10000;13,49;"C";26;"Grundschuld";13;75
"nein";12000;12,69;"B";24;"Miete";5;80
"nein";5500;12,69;"B";35;"Miete";1;20
"nein";4000;12,42;"B";28;"Miete";1;36
"nein";8000;7,51;"A";32;"Miete";1;51,4
"ja";15200;15,27;"C";35;"Grundschuld";5;96
"nein";15000;16,77;"D";22;"Miete";6;95
"nein";12000;11,71;"B";27;"Miete";5;48
"nein";6000;7,51;"A";25;"Eigentum";11;25
"nein";8000;6,03;"A";32;"Grundschuld";19;86,4
"nein";5000;14,27;"C";28;"Miete";2;78,5
"nein";6250;12,69;"B";22;"Eigentum";7;25,899
"nein";28000;7,9;"A";29;"Grundschuld";8;120
"nein";6800;10,65;"B";28;"Miete";0;57
"nein";12000;11,71;"B";32;"Miete";6;86,496
"nein";16800;12,42;"B";26;"Miete";11;97
"nein";9000;10,65;"B";22;"Miete";0;52
"nein";5200;9,91;"B";24;"Grundschuld";2;36
"nein";6000;16,77;"D";23;"Grundschuld";0;42
"nein";15600;12,69;"B";23;"Miete";0;60
"nein";11325;9,91;"B";21;"Miete";5;29
"nein";14000;14,65;"C";21;"Miete";2;53
"nein";13975;8,9;"A";25;"Grundschuld";1;42
"nein";24000;7,9;"A";26;"Miete";9;62,004
"nein";7000;7,9;"A";37;"Grundschuld";4;48
"nein";6000;12,42;"B";22;"Grundschuld";7;39,996
"nein";14000;12,42;"B";28;"Eigentum";6;52
"ja";8000;12,69;"B";29;"Miete";5;36
"nein";1000;10,65;"B";25;"Miete";0;12
"nein";5000;6,62;"A";23;"Eigentum";1;30
"nein";10000;16,77;"D";35;"Eigentum";6;45
"nein";6000;7,9;"A";32;"Grundschuld";5;139,2
"nein";30000;19,42;"E";24;"Grundschuld";6;90
"nein";16000;6,62;"A";45;"Grundschuld";16;100
"ja";12000;16,29;"D";32;"Miete";5;125
"nein";5000;9,91;"B";30;"Miete";1;31
"ja";13000;12,69;"B";24;"Miete";6;118
"nein";11200;10,65;"B";35;"Miete";29;83
"nein";3200;12,69;"B";27;"Miete";5;54
"ja";6000;12,42;"B";48;"Miete";0;30
"nein";3100;11,71;"B";25;"Miete";0;20
"nein";5000;9,91;"B";37;"Eigentum";2;25
"ja";5000;16,77;"D";24;"Grundschuld";14;89
"nein";8800;6,03;"A";24;"Grundschuld";5;135
"nein";6000;14,27;"C";22;"Miete";9;55
"nein";8000;15,96;"C";24;"Miete";5;48,5
"nein";10000;11,71;"B";23;"Grundschuld";16;32
"ja";3000;8,9;"A";24;"Miete";0;61,16
"nein";5000;14,27;"C";28;"Eigentum";1;60
"nein";12000;11,71;"B";39;"Miete";8;50
"nein";9750;16,77;"D";44;"Miete";0;24,3
"nein";12000;17,27;"D";31;"Miete";4;50
