"";"Name";"ISIN Code";"Sektor";"Jahr";"Index";"fkq";"lfk";"kfk";"uw";"lngroesse";"sach";"ebit";"ndts";"steuer";"beta";"BIP";"ZS";"INFL";"MP"
"857";"STRATEC BIOMEDICAL";NA;"Medical Equipment";2014;"TecDAX";0,0508;0,0328;0,0179;0,1322;11,88;0,1169;0,1776;0,0584;0,1768;0,39;1,6;0,95;0,9;0,0516
"858";"STRATEC BIOMEDICAL";NA;"Medical Equipment";2015;"TecDAX";0,0512;0,0272;0,024;0,014;11,9;0,1233;0,1719;0,0295;0,1863;0,72;1,48;0,52;0,3;0,0986
"859";"SUEDZUCKER (XET)";"DE0007297004";"Food Products";2005;"MDAX";0,2707;0,1693;0,1014;0,055;15,39;0,2892;0,0799;0,0277;0,1741;0,88;0,88;1,17;1,6;0,253
"860";"SUEDZUCKER (XET)";NA;"Food Products";2006;"MDAX";0,3049;0,2692;0,0357;0,1077;15,49;0,2955;0,0581;0,0275;0,052;0,71;3,87;0,68;1,5;0,1916
"861";"SUEDZUCKER (XET)";NA;"Food Products";2007;"MDAX";0,3115;0,2788;0,0328;0,0783;15,57;0,2966;-0,014;0,0329;0;0,76;3,38;-0,06;2,3;0,2236
"862";"SUEDZUCKER (XET)";NA;"Food Products";2008;"MDAX";0,3291;0,2439;0,0851;0,0025;15,57;0,323;0,0313;0,0323;0,0825;0,82;0,82;-0,65;2,6;-0,4072
"863";"SUEDZUCKER (XET)";NA;"Food Products";2009;"MDAX";0,3591;0,2418;0,1172;0,0159;15,59;0,338;0,0485;0,0304;0,1321;0,46;-5,57;1,99;0,3;0,1979
"864";"SUEDZUCKER (XET)";NA;"Food Products";2010;"MDAX";0,3378;0,2492;0,0886;-0,0261;15,56;0,3527;0,0658;0,0327;0,1512;0,41;3,95;1,93;1,1;0,1606
"865";"SUEDZUCKER (XET)";NA;"Food Products";2011;"MDAX";0,2865;0,1726;0,1138;0,0774;15,63;0,3581;0,0734;0,0352;0,1834;0,45;3,72;1,22;2,1;-0,1511
"866";"SUEDZUCKER (XET)";NA;"Food Products";2012;"MDAX";0,2684;0,198;0,0704;0,1349;15,76;0,3131;0,0953;0,0322;0,1871;-0,04;0,69;0,93;2;0,2566
"867";"SUEDZUCKER (XET)";NA;"Food Products";2013;"MDAX";0,2049;0,1718;0,0331;0,1268;15,88;0,3032;0,1094;0,0314;0,1391;-0,02;0,59;1,35;1,5;0,2331
"868";"SUEDZUCKER (XET)";NA;"Food Products";2014;"MDAX";0,221;0,1593;0,0617;-0,0182;15,86;0,3172;0,0632;0,0316;0,2064;1,03;1,6;0,95;0,9;0,0516
"869";"SUEDZUCKER (XET)";NA;"Food Products";2015;"MDAX";0,2347;0,1748;0,0599;-0,1238;15,73;0,3344;0,0193;0,0327;0,3331;0,23;1,48;0,52;0,3;0,0986
"870";"SYMRISE (XET)";"DE000SYM9999";"Specialty Chemicals";2005;NA;0,6762;0,6671;0,0091;0,0115;13,95;0,2287;0,0481;0,0501;0;NA;0,88;1,17;1,6;0,253
"871";"SYMRISE (XET)";NA;"Specialty Chemicals";2006;NA;0,3839;0,282;0,1019;0,0701;14,02;0,2272;0,0541;0,0462;0;NA;3,87;0,68;1,5;0,1916
"872";"SYMRISE (XET)";NA;"Specialty Chemicals";2007;"MDAX";0,3487;0,2474;0,1012;0,0366;14,06;0,2185;0,1067;0,0436;0,2298;0,86;3,38;-0,06;2,3;0,2236
"873";"SYMRISE (XET)";NA;"Specialty Chemicals";2008;"MDAX";0,3846;0,1965;0,1881;0,0356;14,09;0,2104;0,0927;0,0407;0,2593;0,67;0,82;-0,65;2,6;-0,4072
"874";"SYMRISE (XET)";NA;"Specialty Chemicals";2009;"MDAX";0,3528;0,1969;0,1559;0,0319;14,12;0,2085;0,0694;0,0446;0,2519;0,98;-5,57;1,99;0,3;0,1979
"875";"SYMRISE (XET)";NA;"Specialty Chemicals";2010;"MDAX";0,3108;0,2249;0,0859;0,1541;14,27;0,2068;0,1013;0,0428;0,2145;0,9;3,95;1,93;1,1;0,1606
"876";"SYMRISE (XET)";NA;"Specialty Chemicals";2011;"MDAX";0,2865;0,2222;0,0643;0,0075;14,28;0,2076;0,1137;0,0401;0,2088;0,45;3,72;1,22;2,1;-0,1511
"877";"SYMRISE (XET)";NA;"Specialty Chemicals";2012;"MDAX";0,265;0,2152;0,0498;0,0955;14,37;0,2095;0,1139;0,0413;0,2312;0,5;0,69;0,93;2;0,2566
"878";"SYMRISE (XET)";NA;"Specialty Chemicals";2013;"MDAX";0,2513;0,2341;0,0172;0,055;14,42;0,2031;0,1247;0,0416;0,2725;0,41;0,59;1,35;1,5;0,2331
"879";"SYMRISE (XET)";NA;"Specialty Chemicals";2014;"MDAX";0,3462;0,3176;0,0286;0,1583;14,57;0,1632;0,0745;0,0327;0,2497;0,33;1,6;0,95;0,9;0,0516
"880";"SYMRISE (XET)";NA;"Specialty Chemicals";2015;"MDAX";0,3412;0,3345;0,0067;0,2272;14,77;0,1681;0,0936;0,0431;0,2564;0,72;1,48;0,52;0,3;0,0986
"881";"TAG IMMOBILIEN (XET)";"DE0008303504";"Real Estate Hold, Dev";2005;NA;0,7134;0,1827;0,5307;0,2075;11,97;0,2568;-0,0307;0,0017;0;-0,18;0,88;1,17;1,6;0,253
"882";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2006;"SDAX";0,4455;0,0544;0,3911;-0,2929;11,62;0,2552;0,0268;9e-04;0,0293;0,58;3,87;0,68;1,5;0,1916
"883";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2007;"SDAX";0,5786;0,3334;0,2452;0,0851;11,7;0,6303;0,062;0,0019;0,1905;0,76;3,38;-0,06;2,3;0,2236
"884";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2008;"SDAX";0,6465;0,4902;0,1563;-0,0046;11,7;0,7486;0,0033;5e-04;0;0,54;0,82;-0,65;2,6;-0,4072
"885";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2009;"SDAX";0,6659;0,5195;0,1463;0,038;11,73;0,7637;-0,01;5e-04;0;0,76;-5,57;1,99;0,3;0,1979
"886";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2010;"SDAX";0,6201;0,5269;0,0931;-0,2031;11,51;0,7157;0,0357;6e-04;0,067;0,34;3,95;1,93;1,1;0,1606
"887";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2011;"SDAX";0,6335;0,5424;0,0911;0,9394;12,17;0,9288;0,0666;6e-04;0,1266;0,29;3,72;1,22;2,1;-0,1511
"888";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2012;"MDAX";0,6294;0,5207;0,1087;0,4094;12,51;0,9126;0,0746;5e-04;0,0884;0,19;0,69;0,93;2;0,2566
"889";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2013;"MDAX";0,6469;0,598;0,0489;-0,0766;12,43;0,9454;0,0368;6e-04;0;0,48;0,59;1,35;1,5;0,2331
"890";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2014;"MDAX";0,6674;0,6265;0,0409;0,1556;12,58;0,9104;0,0639;9e-04;0,2272;0,29;1,6;0,95;0,9;0,0516
"891";"TAG IMMOBILIEN (XET)";NA;"Real Estate Hold, Dev";2015;"MDAX";0,6265;0,5697;0,0568;-0,0362;12,54;0,9454;0,0732;8e-04;0,1012;0,6;1,48;0,52;0,3;0,0986
"892";"THYSSENKRUPP (XET)";"DE0007500001";"Divers. Industrials";2005;"DAX";0,1375;0,0907;0,0468;0,0692;17,55;0,2713;0,0477;0,0396;0,4399;0,96;0,88;1,17;1,6;0,253
"893";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2006;"DAX";0,1086;0,0841;0,0245;0,1203;17,67;0,2433;0,0824;0,039;0,3183;1,75;3,87;0,68;1,5;0,1916
"894";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2007;"DAX";0,0965;0,0746;0,0219;0,0976;17,76;0,2504;0,0946;0,0358;0,3199;1,37;3,38;-0,06;2,3;0,2236
"895";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2008;"DAX";0,1072;0,0745;0,0327;0,0329;17,79;0,2945;0,0824;0,0335;0,251;1,12;0,82;-0,65;2,6;-0,4072
"896";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2009;"DAX";0,1833;0,1758;0,0075;-0,2408;17,52;0,3387;-0,0469;0,0338;0,2571;1,51;-5,57;1,99;0,3;0,1979
"897";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2010;"DAX";0,1724;0,1428;0,0296;0,0507;17,57;0,3785;0,0388;0,0315;0,1242;1,12;3,95;1,93;1,1;0,1606
"898";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2011;"DAX";0,1564;0,1522;0,0042;0,0172;17,58;0,2965;-0,0064;0,0392;0;1,07;3,72;1,22;2,1;-0,1511
"899";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2012;"DAX";0,1952;0,1428;0,0524;-0,0745;17,51;0,1645;0,0215;0,0393;0,5398;1,45;0,69;0,93;2;0,2566
"900";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2013;"DAX";0,2636;0,2068;0,0568;-0,039;17,47;0,2225;-0,0332;0,0328;0,0528;1,23;0,59;1,35;1,5;0,2331
"901";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2014;"DAX";0,2183;0,189;0,0293;0,0712;17,54;0,2424;0,0217;0,0324;0,3132;1,27;1,6;0,95;0,9;0,0516
"902";"THYSSENKRUPP (XET)";NA;"Divers. Industrials";2015;"DAX";0,2363;0,1897;0,0466;0,0357;17,57;0,2593;0,0282;0,0352;0,2289;1,12;1,48;0,52;0,3;0,0986
"903";"UNITED INTERNET (XET)";"DE0005089031";"Internet";2005;"TecDAX";0,1325;0,132;5e-04;0,5726;13,59;0,081;0,161;0,0428;0,4062;0,64;0,88;1,17;1,6;0,253
"904";"UNITED INTERNET (XET)";NA;"Internet";2006;"TecDAX";0,1477;0,1278;0,0199;0,5815;14,05;0,0819;0,2309;0,0682;0,328;2;3,87;0,68;1,5;0,1916
"905";"UNITED INTERNET (XET)";NA;"Internet";2007;"TecDAX";0,3078;0,3061;0,0017;0,1735;14,21;0,0639;0,1997;0,0489;0,3284;1,14;3,38;-0,06;2,3;0,2236
"906";"UNITED INTERNET (XET)";NA;"Internet";2008;"TecDAX";0,4984;0,4837;0,0147;0,109;14,32;0,0792;-0,0209;0,0484;0;0,69;0,82;-0,65;2,6;-0,4072
"907";"UNITED INTERNET (XET)";NA;"Internet";2009;"TecDAX";0,3057;0,2664;0,0393;0,0056;14,32;0,0717;0,2618;0,0428;0,1649;0,91;-5,57;1,99;0,3;0,1979
"908";"UNITED INTERNET (XET)";NA;"Internet";2010;"TecDAX";0,2984;0,1545;0,1439;0,1497;14,46;0,0878;0,1851;0,0695;0,3843;0,97;3,95;1,93;1,1;0,1606
"909";"UNITED INTERNET (XET)";NA;"Internet";2011;"TecDAX";0,4546;0,3461;0,1084;0,098;14,55;0,0961;0,2321;0,0738;0,3294;0,66;3,72;1,22;2,1;-0,1511
"910";"UNITED INTERNET (XET)";NA;"Internet";2012;"TecDAX";0,282;0,2002;0,0818;0,1445;14,69;0,1025;0,1893;0,0875;0,4201;0,68;0,69;0,93;2;0,2566
"911";"UNITED INTERNET (XET)";NA;"Internet";2013;"TecDAX";0,3073;0,2633;0,0439;0,1081;14,79;0,0962;0,2575;0,0779;0,2873;0,48;0,59;1,35;1,5;0,2331
"912";"UNITED INTERNET (XET)";NA;"Internet";2014;"TecDAX";0,4259;0,3996;0,0263;0,1541;14,94;0,1922;0,1678;0,0337;0,2185;1;1,6;0,95;0,9;0,0516
"913";"UNITED INTERNET (XET)";NA;"Internet";2015;"TecDAX";0,4473;0,4226;0,0247;0,2123;15,13;0,1765;0,1478;0,1264;0,3024;0,74;1,48;0,52;0,3;0,0986
"914";"VOLKSWAGEN PREF. (XET)";"DE0007664039";"Automobiles";2005;"DAX";0,4762;0,2382;0,238;0,0709;18,37;0,2529;0,0196;0,0637;0,2363;0,89;0,88;1,17;1,6;0,253
"915";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2006;"DAX";0,4399;0,2151;0,2248;0,1008;18,47;0,2125;0,02;0,0628;0;1,18;3,87;0,68;1,5;0,1916
"916";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2007;"DAX";0,4077;0,2061;0,2016;0,0384;18,51;0,1934;0,0533;0,0571;0,3192;0,66;3,38;-0,06;2,3;0,2236
"917";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2008;"DAX";0,4216;0,2021;0,2195;0,0451;18,55;0,2006;0,0463;0,0492;0,2521;0,77;0,82;-0,65;2,6;-0,4072
"918";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2009;"DAX";0,4455;0,2124;0,2331;-0,0758;18,47;0,1994;0,0138;0,0478;0,1449;0,92;-5,57;1,99;0,3;0,1979
"919";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2010;"DAX";0,3946;0,1904;0,2042;0,2062;18,66;0,193;0,052;0,0456;0,1742;1,1;3,95;1,93;1,1;0,1606
"920";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2011;"DAX";0,3782;0,1797;0,1985;0,2559;18,89;0,1963;0,0812;0,0391;0,1557;1,21;3,72;1,22;2,1;-0,1511
"921";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2012;"DAX";0,39;0,2108;0,1792;0,2092;19,08;0,1971;0,0891;0,043;0,1341;1,02;0,69;0,93;2;0,2566
"922";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2013;"DAX";0,3521;0,1993;0,1527;0,0225;19,1;0,2028;0,0441;0,0433;0,2338;1,07;0,59;1,35;1,5;0,2331
"923";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2014;"DAX";0,3704;0,2127;0,1577;0,0277;19,13;0,2136;0,047;0,0447;0,2293;0,96;1,6;0,95;0,9;0,0516
"924";"VOLKSWAGEN PREF. (XET)";NA;"Automobiles";2015;"DAX";0,3668;0,2162;0,1506;0,0535;19,18;0,2229;9e-04;0,049;0,1815;1,33;1,48;0,52;0,3;0,0986
"925";"WACKER CHEMIE (XET)";"DE000WCH8881";"Specialty Chemicals";2005;NA;0,316;0,2975;0,0185;0,0837;14,83;0,6351;0,089;0,1214;0,2475;NA;0,88;1,17;1,6;0,253
"926";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2006;"MDAX";0,1261;0,099;0,0271;0,2109;15,02;0,59;0,1381;0,0969;0,2313;NA;3,87;0,68;1,5;0,1916
"927";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2007;"MDAX";0,0558;0,042;0,0137;0,1332;15,15;0,5438;0,1659;0,088;0,3241;1,24;3,38;-0,06;2,3;0,2236
"928";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2008;"MDAX";0,0593;0,0345;0,0248;0,1367;15,27;0,5789;0,1422;0,082;0,3114;1,21;0,82;-0,65;2,6;-0,4072
"929";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2009;"MDAX";0,097;0,0803;0,0167;-0,1347;15,13;0,613;0,0012;0,0876;0;1,43;-5,57;1,99;0,3;0,1979
"930";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2010;"MDAX";0,0972;0,0742;0,023;0,2767;15,37;0,5514;0,1351;0,076;0,3174;1,4;3,95;1,93;1,1;0,1606
"931";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2011;"MDAX";0,125;0,1064;0,0186;0,034;15,41;0,5623;0,0995;0,0738;0,341;1,03;3,72;1,22;2,1;-0,1511
"932";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2012;"MDAX";0,1895;0,1517;0,0378;-0,056;15,35;0,621;0,043;0,0833;0,3181;0,69;0,69;0,93;2;0,2566
"933";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2013;"MDAX";0,1829;0,1554;0,0275;-0,0337;15,31;0,6136;0,0205;0,0855;0,1956;0,84;0,59;1,35;1,5;0,2331
"934";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2014;"MDAX";0,1871;0,1443;0,0428;0,0776;15,39;0,652;0,0697;0,0906;0,3683;0,84;1,6;0,95;0,9;0,0516
"935";"WACKER CHEMIE (XET)";NA;"Specialty Chemicals";2015;"MDAX";0,1515;0,1056;0,0459;0,0973;15,48;0,6912;0,0632;0,0829;0,3761;1,03;1,48;0,52;0,3;0,0986
"936";"WIRECARD (XET)";"DE0007472060";"Financial Admin.";2005;NA;0,0511;0;0,0511;0,209;10,8;0,0077;0,0795;0,0063;0,0649;0,36;0,88;1,17;1,6;0,253
"937";"WIRECARD (XET)";NA;"Financial Admin.";2006;"TecDAX";0,0537;0,0319;0,0217;0,6749;11,31;0,0035;0,0934;0,0054;0,1684;0,87;3,87;0,68;1,5;0,1916
"938";"WIRECARD (XET)";NA;"Financial Admin.";2007;"TecDAX";0,0295;0,0205;0,009;0,6374;11,81;0,005;0,0867;0,0052;0;1,02;3,38;-0,06;2,3;0,2236
"939";"WIRECARD (XET)";NA;"Financial Admin.";2008;"TecDAX";0,0217;0,0133;0,0085;0,4667;12,19;0,004;0,1205;0,0082;0,122;0,86;0,82;-0,65;2,6;-0,4072
"940";"WIRECARD (XET)";NA;"Financial Admin.";2009;"TecDAX";0,0103;0,0037;0,0065;0,1612;12,34;0,0028;0,1049;0,0078;0,1637;0,89;-5,57;1,99;0,3;0,1979
"941";"WIRECARD (XET)";NA;"Financial Admin.";2010;"TecDAX";0,0401;0,0018;0,0383;0,1887;12,51;0,0029;0,1214;0,0106;0,1792;0,68;3,95;1,93;1,1;0,1606
"942";"WIRECARD (XET)";NA;"Financial Admin.";2011;"TecDAX";0,1223;0,1209;0,0014;0,1958;12,69;0,0041;0,1068;0,012;0,1688;0,48;3,72;1,22;2,1;-0,1511
"943";"WIRECARD (XET)";NA;"Financial Admin.";2012;"TecDAX";0,0888;0,0741;0,0147;0,2149;12,89;0,0105;0,0849;0,0139;0,1864;0,16;0,69;0,93;2;0,2566
"944";"WIRECARD (XET)";NA;"Financial Admin.";2013;"TecDAX";0,1691;0,1556;0,0135;0,2208;13,09;0,01;0,0697;0,0192;0,1167;0,42;0,59;1,35;1,5;0,2331
"945";"WIRECARD (XET)";NA;"Financial Admin.";2014;"TecDAX";0,0526;0,0462;0,0064;0,2476;13,31;0,0082;0,067;0,0201;0,1361;0,98;1,6;0,95;0,9;0,0516
"946";"WIRECARD (XET)";NA;"Financial Admin.";2015;"TecDAX";0,1306;0,1247;0,0059;0,2834;13,56;0,0106;0,0595;0,0186;0,1319;0,33;1,48;0,52;0,3;0,0986
"947";"XING (XET)";"DE000XNG8888";"Internet";2005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,88;1,17;1,6;0,253
"948";"XING (XET)";NA;"Internet";2006;NA;0,0024;0,0012;0,0012;NA;8,7;0,0407;-0,0785;0,0297;0,0051;NA;3,87;0,68;1,5;0,1916
"949";"XING (XET)";NA;"Internet";2007;NA;0,0069;0,0041;0,0028;2,1835;9,85;0,0429;0,1054;0,0376;0,0732;0,02;3,38;-0,06;2,3;0,2236
"950";"XING (XET)";NA;"Internet";2008;NA;0,0016;0;0,0016;0,8325;10,46;0,0254;0,1465;0,0325;0,3283;0,21;0,82;-0,65;2,6;-0,4072
"951";"XING (XET)";NA;"Internet";2009;NA;0;0;0;0,2606;10,69;0,0288;0,0158;0,0903;0;0,17;-5,57;1,99;0,3;0,1979
"952";"XING (XET)";NA;"Internet";2010;NA;0;0;0;0,2159;10,89;0,0341;0,122;0,0547;0,3723;0,38;3,95;1,93;1,1;0,1606
"953";"XING (XET)";NA;"Internet";2011;"TecDAX";0;0;0;0,2169;11,08;0,0543;0,0034;0,0766;0;1,12;3,72;1,22;2,1;-0,1511
"954";"XING (XET)";NA;"Internet";2012;"TecDAX";0;0;0;0,1079;11,19;0,056;0,1321;0,0912;0,3571;0,73;0,69;0,93;2;0,2566
"955";"XING (XET)";NA;"Internet";2013;"TecDAX";0;0;0;0,1554;11,33;0,0565;0,1302;0,0759;0,3678;-0,32;0,59;1,35;1,5;0,2331
"956";"XING (XET)";NA;"Internet";2014;"TecDAX";0;0;0;0,1907;11,51;0,0476;0,122;0,1501;0,5218;0,52;1,6;0,95;0,9;0,0516
"957";"XING (XET)";NA;"Internet";2015;"TecDAX";0;0;0;0,2089;11,69;0,0357;0,1908;0,0719;0,3303;0,55;1,48;0,52;0,3;0,0986
"958";"ADLER REAL ESTATE (XET)";"DE0005008007";"Real Estate Hold, Dev";2005;NA;0,5181;0,5181;0;10,4773;7,32;0,0018;0,2016;0,0012;0,0715;1,19;0,88;1,17;1,6;0,253
"959";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2006;NA;0,1215;0,1215;0;0,7347;7,87;0,0011;0,2469;7e-04;0,0034;0,42;3,87;0,68;1,5;0,1916
"960";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2007;NA;0,1184;0,1184;0;1,0605;8,6;0,018;0,1672;0,0029;0;0,64;3,38;-0,06;2,3;0,2236
"961";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2008;NA;0,1513;0,1513;0;0,6942;9,12;0,0161;-0,088;0,0018;0;0,72;0,82;-0,65;2,6;-0,4072
"962";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2009;NA;0,173;0,173;0;-0,5135;8,4;8e-04;-0,0864;0,0013;0;0,57;-5,57;1,99;0,3;0,1979
"963";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2010;NA;0,1233;0,1233;0;-0,7161;7,14;0,0011;-0,0102;8e-04;0;0,31;3,95;1,93;1,1;0,1606
"964";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2011;NA;0,1106;0,1106;0;4,9992;8,94;0,001;0,0139;2e-04;0,182;0,49;3,72;1,22;2,1;-0,1511
"965";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2012;NA;0,2168;0,2168;0;-0,2476;8,65;0,001;0,0308;2e-04;0,3767;0,07;0,69;0,93;2;0,2566
"966";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2013;NA;0,1122;0,1122;0;2,3634;9,86;1e-04;0,1484;0;0,2362;0,31;0,59;1,35;1,5;0,2331
"967";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2014;NA;0,7189;0,6823;0,0366;3,6267;11,4;0,827;0,1217;4e-04;0,123;0,43;1,6;0,95;0,9;0,0516
"968";"ADLER REAL ESTATE (XET)";NA;"Real Estate Hold, Dev";2015;"SDAX";0,6964;0,6128;0,0837;1,7368;12,4;0,7385;0,0568;3e-04;0,0946;0,77;1,48;0,52;0,3;0,0986
"969";"AMADEUS FIRE (XET)";"DE0005093108";"Bus.Train & Employmnt";2005;NA;0;0;0;0,1856;10,86;0,0294;0,1088;0,0291;0,3029;1,24;0,88;1,17;1,6;0,253
"970";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2006;NA;0;0;0;0,3378;11,15;0,0172;0,1917;0,024;0,4118;0,45;3,87;0,68;1,5;0,1916
"971";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2007;NA;0;0;0;0,3329;11,44;0,0233;0,3243;0,0173;0,3882;0,49;3,38;-0,06;2,3;0,2236
"972";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2008;NA;0;0;0;0,2363;11,65;0,0319;0,3378;0,0193;0,3616;0,57;0,82;-0,65;2,6;-0,4072
"973";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2009;NA;0;0;0;-0,0336;11,61;0,0268;0,3319;0,022;0,3064;0,4;-5,57;1,99;0,3;0,1979
"974";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2010;"SDAX";0;0;0;0,0614;11,67;0,0223;0,3468;0,0161;0,3059;0,54;3,95;1,93;1,1;0,1606
"975";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2011;"SDAX";0;0;0;0,1065;11,78;0,018;0,3676;0,0125;0,3178;0,62;3,72;1,22;2,1;-0,1511
"976";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2012;"SDAX";0;0;0;0,0533;11,83;0,0197;0,3373;0,0663;0,336;0,61;0,69;0,93;2;0,2566
"977";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2013;"SDAX";0;0;0;0,0369;11,86;0,0205;0,3835;0,0138;0,2986;0,55;0,59;1,35;1,5;0,2331
"978";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2014;"SDAX";0;0;0;0,1337;11,99;0,0195;0,3986;0,012;0,3034;0,97;1,6;0,95;0,9;0,0516
"979";"AMADEUS FIRE (XET)";NA;"Bus.Train & Employmnt";2015;"SDAX";0;0;0;0,0538;12,04;0,0223;0,4044;0,0111;0,2994;0,52;1,48;0,52;0,3;0,0986
"980";"BAYWA (XET)";"DE0005194062";"Farm Fish Plantation";2005;"SDAX";0,2204;0,0141;0,2063;0,07;15,69;0,3753;0,0258;0,0358;0,0515;0,51;0,88;1,17;1,6;0,253
